,media_list,positive,negative,compound,date_created,tweets_ago
54,FoxNews,0.126,0.0,0.3818,2018-09-08 06:47:00+00:00,-54
55,FoxNews,0.32,0.0,0.5719,2018-09-08 06:00:00+00:00,-55
56,FoxNews,0.246,0.088,0.4215,2018-09-08 05:47:00+00:00,-56
57,FoxNews,0.173,0.199,-0.128,2018-09-08 05:27:00+00:00,-57
58,FoxNews,0.0,0.0,0.0,2018-09-08 05:00:00+00:00,-58
59,FoxNews,0.0,0.216,-0.7003,2018-09-08 04:45:00+00:00,-59
60,FoxNews,0.0,0.333,-0.5423,2018-09-08 04:31:01+00:00,-60
61,FoxNews,0.328,0.126,0.5719,2018-09-08 04:15:01+00:00,-61
62,FoxNews,0.102,0.159,-0.25,2018-09-08 04:00:00+00:00,-62
63,FoxNews,0.204,0.0,0.5588,2018-09-08 03:52:00+00:00,-63
64,FoxNews,0.0,0.0,0.0,2018-09-08 03:40:00+00:00,-64
65,FoxNews,0.188,0.159,0.1027,2018-09-08 03:25:00+00:00,-65
66,FoxNews,0.0,0.191,-0.3818,2018-09-08 03:10:00+00:00,-66
67,FoxNews,0.0,0.167,-0.6597,2018-09-08 03:04:27+00:00,-67
68,FoxNews,0.0,0.0,0.0,2018-09-08 03:00:00+00:00,-68
69,FoxNews,0.0,0.167,-0.1531,2018-09-08 02:54:00+00:00,-69
70,FoxNews,0.0,0.257,-0.5423,2018-09-08 02:48:33+00:00,-70
71,FoxNews,0.0,0.0,0.0,2018-09-08 02:43:45+00:00,-71
72,FoxNews,0.0,0.149,-0.2732,2018-09-08 02:37:29+00:00,-72
73,FoxNews,0.0,0.17,-0.6249,2018-09-08 02:29:34+00:00,-73
74,FoxNews,0.0,0.0,0.0,2018-09-08 02:27:46+00:00,-74
75,FoxNews,0.0,0.0,0.0,2018-09-08 02:19:00+00:00,-75
76,FoxNews,0.0,0.177,-0.6249,2018-09-08 02:13:35+00:00,-76
77,FoxNews,0.063,0.16,-0.4588,2018-09-08 02:10:00+00:00,-77
78,FoxNews,0.063,0.16,-0.4588,2018-09-08 02:05:00+00:00,-78
79,FoxNews,0.0,0.124,-0.34,2018-09-08 02:00:00+00:00,-79
80,FoxNews,0.0,0.0,0.0,2018-09-08 01:54:00+00:00,-80
81,FoxNews,0.0,0.0,0.0,2018-09-08 01:45:13+00:00,-81
82,FoxNews,0.0,0.0,0.0,2018-09-08 01:35:07+00:00,-82
83,FoxNews,0.137,0.0,0.4019,2018-09-08 01:35:00+00:00,-83
84,FoxNews,0.0,0.087,-0.2263,2018-09-08 01:22:48+00:00,-84
85,FoxNews,0.118,0.0,0.1531,2018-09-08 01:13:25+00:00,-85
86,FoxNews,0.141,0.0,0.2023,2018-09-08 01:05:40+00:00,-86
87,FoxNews,0.0,0.0,0.0,2018-09-08 00:56:50+00:00,-87
88,FoxNews,0.0,0.0,0.0,2018-09-08 00:53:00+00:00,-88
89,FoxNews,0.0,0.507,-0.8832,2018-09-08 00:45:55+00:00,-89
90,FoxNews,0.0,0.18,-0.296,2018-09-08 00:41:37+00:00,-90
91,FoxNews,0.32,0.23,0.1531,2018-09-08 00:34:29+00:00,-91
92,FoxNews,0.0,0.479,-0.8442,2018-09-08 00:27:53+00:00,-92
93,FoxNews,0.131,0.15,-0.0772,2018-09-08 00:23:04+00:00,-93
94,FoxNews,0.0,0.217,-0.3612,2018-09-08 00:17:34+00:00,-94
95,FoxNews,0.0,0.0,0.0,2018-09-08 00:10:58+00:00,-95
96,FoxNews,0.0,0.14,-0.3818,2018-09-08 00:08:00+00:00,-96
97,FoxNews,0.0,0.175,-0.5267,2018-09-07 23:59:39+00:00,-97
98,FoxNews,0.0,0.0,0.0,2018-09-07 23:49:50+00:00,-98
99,FoxNews,0.339,0.0,0.8481,2018-09-07 23:38:04+00:00,-99
0,nytimes,0.217,0.0,0.6124,2018-09-08 16:14:10+00:00,0
1,nytimes,0.0,0.076,-0.2263,2018-09-08 16:02:48+00:00,-1
2,nytimes,0.0,0.0,0.0,2018-09-08 15:47:23+00:00,-2
3,nytimes,0.172,0.0,0.4404,2018-09-08 15:36:11+00:00,-3
4,nytimes,0.065,0.113,-0.2732,2018-09-08 15:18:17+00:00,-4
5,nytimes,0.181,0.0,0.4939,2018-09-08 15:15:06+00:00,-5
6,nytimes,0.0,0.418,-0.7845,2018-09-08 15:03:15+00:00,-6
7,nytimes,0.0,0.147,-0.4767,2018-09-08 14:45:04+00:00,-7
8,nytimes,0.0,0.0,0.0,2018-09-08 14:30:08+00:00,-8
9,nytimes,0.086,0.0,0.1779,2018-09-08 14:17:05+00:00,-9
10,nytimes,0.0,0.0,0.0,2018-09-08 14:00:10+00:00,-10
11,nytimes,0.0,0.0,0.0,2018-09-08 13:44:10+00:00,-11
12,nytimes,0.193,0.093,0.4215,2018-09-08 13:40:03+00:00,-12
13,nytimes,0.173,0.0,0.5267,2018-09-08 13:35:01+00:00,-13
14,nytimes,0.269,0.0,0.7906,2018-09-08 13:22:04+00:00,-14
15,nytimes,0.122,0.203,-0.34,2018-09-08 13:02:05+00:00,-15
16,nytimes,0.0,0.18,-0.6597,2018-09-08 12:42:05+00:00,-16
17,nytimes,0.0,0.142,-0.5859,2018-09-08 12:22:04+00:00,-17
18,nytimes,0.0,0.0,0.0,2018-09-08 12:02:04+00:00,-18
19,nytimes,0.091,0.0,0.34,2018-09-08 11:42:04+00:00,-19
20,nytimes,0.241,0.167,0.25,2018-09-08 11:22:02+00:00,-20
21,nytimes,0.337,0.0,0.7269,2018-09-08 11:12:08+00:00,-21
22,nytimes,0.0,0.0,0.0,2018-09-08 11:02:04+00:00,-22
23,nytimes,0.104,0.078,0.1511,2018-09-08 10:32:05+00:00,-23
24,nytimes,0.139,0.0,0.5267,2018-09-08 10:02:02+00:00,-24
25,nytimes,0.0,0.0,0.0,2018-09-08 09:51:55+00:00,-25
26,nytimes,0.0,0.0,0.0,2018-09-08 09:49:43+00:00,-26
27,nytimes,0.106,0.097,0.0516,2018-09-08 09:32:05+00:00,-27
28,nytimes,0.296,0.0,0.4939,2018-09-08 09:04:39+00:00,-28
29,nytimes,0.0,0.0,0.0,2018-09-08 08:48:11+00:00,-29
30,nytimes,0.0,0.06,-0.1027,2018-09-08 08:32:03+00:00,-30
31,nytimes,0.0,0.0,0.0,2018-09-08 08:11:50+00:00,-31
32,nytimes,0.312,0.0,0.7096,2018-09-08 08:06:13+00:00,-32
33,nytimes,0.124,0.0,0.4019,2018-09-08 07:49:31+00:00,-33
34,nytimes,0.092,0.107,-0.1027,2018-09-08 07:32:04+00:00,-34
35,nytimes,0.0,0.095,-0.296,2018-09-08 07:02:21+00:00,-35
36,nytimes,0.0,0.0,0.0,2018-09-08 06:32:04+00:00,-36
37,nytimes,0.0,0.0,0.0,2018-09-08 06:05:10+00:00,-37
38,nytimes,0.13,0.0,0.34,2018-09-08 05:49:03+00:00,-38
39,nytimes,0.0,0.0,0.0,2018-09-08 05:32:04+00:00,-39
40,nytimes,0.0,0.095,-0.296,2018-09-08 04:58:32+00:00,-40
41,nytimes,0.0,0.0,0.0,2018-09-08 04:42:03+00:00,-41
42,nytimes,0.0,0.0,0.0,2018-09-08 04:22:06+00:00,-42
43,nytimes,0.0,0.278,-0.6124,2018-09-08 04:02:03+00:00,-43
44,nytimes,0.167,0.0,0.34,2018-09-08 03:52:31+00:00,-44
45,nytimes,0.13,0.0,0.34,2018-09-08 03:47:04+00:00,-45
46,nytimes,0.0,0.0,0.0,2018-09-08 03:32:03+00:00,-46
47,nytimes,0.0,0.0,0.0,2018-09-08 03:30:54+00:00,-47
48,nytimes,0.0,0.0,0.0,2018-09-08 03:23:03+00:00,-48
49,nytimes,0.0,0.0,0.0,2018-09-08 03:14:05+00:00,-49
50,nytimes,0.0,0.0,0.0,2018-09-08 03:03:03+00:00,-50
51,nytimes,0.0,0.0,0.0,2018-09-08 02:47:03+00:00,-51
52,nytimes,0.0,0.252,-0.6597,2018-09-08 02:32:02+00:00,-52
53,nytimes,0.281,0.098,0.6808,2018-09-08 02:17:05+00:00,-53
54,nytimes,0.0,0.0,0.0,2018-09-08 01:52:04+00:00,-54
55,nytimes,0.086,0.0,0.1779,2018-09-08 01:47:05+00:00,-55
56,nytimes,0.0,0.0,0.0,2018-09-08 01:32:04+00:00,-56
57,nytimes,0.0,0.0,0.0,2018-09-08 01:17:04+00:00,-57
58,nytimes,0.0,0.0,0.0,2018-09-08 01:02:08+00:00,-58
59,nytimes,0.269,0.0,0.7906,2018-09-08 00:47:02+00:00,-59
60,nytimes,0.0,0.0,0.0,2018-09-08 00:32:07+00:00,-60
61,nytimes,0.0,0.443,-0.936,2018-09-08 00:17:06+00:00,-61
62,nytimes,0.112,0.0,0.34,2018-09-08 00:02:03+00:00,-62
63,nytimes,0.172,0.0,0.4404,2018-09-07 23:46:03+00:00,-63
64,nytimes,0.0,0.136,-0.5106,2018-09-07 23:32:03+00:00,-64
65,nytimes,0.0,0.0,0.0,2018-09-07 23:17:05+00:00,-65
66,nytimes,0.139,0.0,0.5267,2018-09-07 23:02:03+00:00,-66
67,nytimes,0.0,0.0,0.0,2018-09-07 22:47:03+00:00,-67
68,nytimes,0.231,0.0,0.6597,2018-09-07 22:32:01+00:00,-68
69,nytimes,0.243,0.072,0.7176,2018-09-07 22:17:04+00:00,-69
70,nytimes,0.247,0.128,0.4588,2018-09-07 22:02:04+00:00,-70
71,nytimes,0.0,0.0,0.0,2018-09-07 21:47:03+00:00,-71
72,nytimes,0.0,0.181,-0.6369,2018-09-07 21:32:05+00:00,-72
73,nytimes,0.0,0.0,0.0,2018-09-07 21:15:05+00:00,-73
74,nytimes,0.0,0.0,0.0,2018-09-07 21:03:00+00:00,-74
75,nytimes,0.059,0.119,-0.3182,2018-09-07 20:47:24+00:00,-75
76,nytimes,0.0,0.0,0.0,2018-09-07 20:45:06+00:00,-76
77,nytimes,0.0,0.163,-0.3182,2018-09-07 20:30:04+00:00,-77
78,nytimes,0.0,0.0,0.0,2018-09-07 20:15:02+00:00,-78
79,nytimes,0.0,0.0,0.0,2018-09-07 20:10:07+00:00,-79
80,nytimes,0.0,0.231,-0.5423,2018-09-07 20:00:10+00:00,-80
81,nytimes,0.141,0.0,0.5574,2018-09-07 19:49:37+00:00,-81
82,nytimes,0.0,0.0,0.0,2018-09-07 19:34:45+00:00,-82
83,nytimes,0.13,0.0,0.34,2018-09-07 19:30:04+00:00,-83
84,nytimes,0.0,0.0,0.0,2018-09-07 19:15:07+00:00,-84
85,nytimes,0.0,0.228,-0.6808,2018-09-07 19:00:09+00:00,-85
86,nytimes,0.0,0.0,0.0,2018-09-07 18:45:06+00:00,-86
87,nytimes,0.0,0.0,0.0,2018-09-07 18:30:14+00:00,-87
88,nytimes,0.137,0.152,-0.0772,2018-09-07 18:15:06+00:00,-88
89,nytimes,0.091,0.117,-0.1779,2018-09-07 18:00:11+00:00,-89
90,nytimes,0.296,0.0,0.4939,2018-09-07 17:50:07+00:00,-90
91,nytimes,0.064,0.0,0.0258,2018-09-07 17:40:04+00:00,-91
92,nytimes,0.0,0.0,0.0,2018-09-07 17:27:34+00:00,-92
93,nytimes,0.167,0.0,0.5267,2018-09-07 17:23:06+00:00,-93
94,nytimes,0.0,0.0,0.0,2018-09-07 17:17:18+00:00,-94
95,nytimes,0.111,0.0,0.4588,2018-09-07 17:15:05+00:00,-95
96,nytimes,0.0,0.142,-0.5859,2018-09-07 17:00:06+00:00,-96
97,nytimes,0.0,0.0,0.0,2018-09-07 16:45:07+00:00,-97
98,nytimes,0.0,0.0,0.0,2018-09-07 16:30:10+00:00,-98
99,nytimes,0.0,0.0,0.0,2018-09-07 16:15:06+00:00,-99
